-0.3084259,0,1.377654,15
-0.8848724,0,4.482831,15
-1.75032,0,7.520085,15
-5.866302,-0.1449738,10,15
-6.846375,-0.5864716,10.46907,15
-7.653992,-1.316818,11.33584,15
-8.227844,-2.479675,11.29344,15
-8.385498,-3.459671,10.51006,15
-8.385498,-4.439667,10.00168,15
-8.365173,-6.399658,10,15
-8.025208,-7.575745,10.10695,15
-7.414246,-8.555817,11.00576,15
-6.522217,-9.513062,12.66772,15
-5.542175,-10.23444,13.2936,15
-4.56218,-10.65707,11.44805,15
-3.386185,-10.7879,10.29139,15
1.513794,-10.67487,10,15
2.49379,-10.26816,10.42019,15
3.473785,-9.566833,11.63916,15
4.586731,-8.421326,13.45524,15
5.227951,-7.441254,12.93501,15
5.574829,-6.461182,11.21968,15
5.643402,-5.481171,10.17771,15
5.643402,0.7039795,10,15
5.643402,1.311768,7.431002,15
5.643402,1.622604,4.402787,15
5.643402,1.670883,1.309967,15
