0,0,0,15
0.003234863,0,0.165834,15
0.01104736,0,0.3987,15
0.02459717,0,0.6914235,15
0.04516602,0,1.049307,15
0.0692749,0,1.227951,15
0.1010132,0,1.619843,15
0.1395264,0,1.966716,15
0.1821899,0,2.175683,15
0.2324219,0,2.564065,15
0.2891846,0,2.895048,15
0.3499756,0,3.10281,15
0.4182129,0,3.479523,15
0.489624,0,3.643651,15
0.5682983,0,4.016313,15
0.6538086,0,4.360628,15
0.743042,0,4.552161,15
0.8392944,0,4.911423,15
65.22479,0,5,15
65.3228,-0.003570557,5.003308,15
65.42081,-0.0141449,5.029031,15
65.51881,-0.03153992,5.078111,15
65.61682,-0.05284119,5.11671,15
65.71483,-0.08241272,5.222779,15
65.81284,-0.118454,5.327281,15
65.91084,-0.1586304,5.403753,15
66.00885,-0.2058411,5.549799,15
66.10686,-0.2567596,5.634722,15
66.20486,-0.315979,5.841833,15
66.30287,-0.3783417,5.926545,15
66.40088,-0.4477692,6.127667,15
66.49515,-0.5209351,6.08817,15
66.58153,-0.6019897,6.043421,15
66.66078,-0.6901703,6.048953,15
66.73657,-0.7817993,6.067333,15
66.80516,-0.8798065,6.102776,15
66.86662,-0.9778137,5.901957,15
66.92422,-1.075821,5.799921,15
66.97354,-1.173828,5.597571,15
67.01956,-1.271835,5.523852,15
67.05832,-1.369843,5.376859,15
67.09302,-1.46785,5.304157,15
67.12018,-1.565857,5.188407,15
67.14027,-1.663864,5.104092,15
67.15707,-1.761871,5.072899,15
67.1665,-1.859879,5.023062,15
67.16853,-1.957886,5.001075,15
67.16853,-18.715,5,15
67.15932,-18.81299,5.022064,15
67.14449,-18.91098,5.056953,15
67.12576,-19.0051,4.895404,15
67.10089,-19.09305,4.663692,15
67.0688,-19.1738,4.433077,15
67.03336,-19.25119,4.342905,15
66.99043,-19.32111,4.18541,15
66.94023,-19.38373,4.095341,15
66.88657,-19.4429,4.07555,15
66.82565,-19.49481,4.083589,15
66.75778,-19.53976,4.153786,15
66.68613,-19.58093,4.216527,15
66.60774,-19.61539,4.368374,15
66.52266,-19.64313,4.566277,15
66.43381,-19.66711,4.695487,15
66.33801,-19.68414,4.96409,15
66.24001,-19.694,5.025287,15
66.142,-19.69705,5.002433,15
66.04399,-19.69708,5,15
31.5459,-19.69708,5,15
31.44794,-19.68985,5.013569,15
31.34991,-19.67639,5.046989,15
31.25195,-19.65942,5.074389,15
31.15393,-19.63498,5.153017,15
31.05597,-19.60739,5.194227,15
30.95795,-19.5723,5.310778,15
30.85999,-19.52972,5.451634,15
30.76196,-19.48361,5.526,15
30.664,-19.43066,5.683213,15
30.56598,-19.3743,5.768283,15
30.46802,-19.30984,5.984226,15
30.37,-19.23886,6.173579,15
30.27203,-19.16089,6.389128,15
30.17401,-19.07928,6.506137,15
30.07605,-18.98987,6.768691,15
29.97803,-18.89453,6.975153,15
29.88007,-18.79654,7.071068,15
29.79034,-18.69855,6.779175,15
29.7066,-18.60056,6.575713,15
29.62579,-18.50256,6.48137,15
29.55231,-18.40457,6.249128,15
29.48602,-18.30658,6.035975,15
29.42346,-18.20859,5.931858,15
29.36835,-18.1106,5.736412,15
29.31653,-18.0126,5.656133,15
29.27179,-17.91461,5.495683,15
29.23419,-17.81662,5.355925,15
29.2002,-17.71863,5.291919,15
29.17358,-17.62064,5.181135,15
29.15411,-17.52264,5.09795,15
29.14087,-17.42465,5.045557,15
29.13147,-17.32666,5.022964,15
29.12994,-17.22867,5.000593,15
29.12994,9.427429,5,15
29.12994,9.521515,4.799903,15
29.12994,9.611282,4.579587,15
29.12994,9.695145,4.278563,15
29.12994,9.77153,3.896848,15
29.12994,9.843903,3.692749,15
29.12994,9.908966,3.319901,15
29.12994,9.969879,3.10766,15
29.12994,10.02393,2.757682,15
29.12994,10.07399,2.553935,15
29.12994,10.11641,2.163896,15
29.12994,10.15166,1.798728,15
29.12994,10.18237,1.567446,15
29.12994,10.20604,1.207302,15
29.12994,10.2258,1.0085,15
29.12994,10.23868,0.6572735,15
29.12994,10.24454,0.298685,15
29.12994,10.24683,0.1166509,15
